,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
10726,20241,A,골목상권,3110824,대방역 3번,LH,상권확장,83,57,103,52
10727,20241,A,골목상권,3110823,신대방삼거리역 3번,LL,다이나믹,98,46,103,52
10728,20241,A,골목상권,3110822,신대방삼거리역 4번(대림초등학교),LH,상권확장,85,61,103,52
10729,20241,A,골목상권,3110821,보라매역 2번,LL,다이나믹,103,49,103,52
10730,20241,A,골목상권,3110820,성남고등학교,LH,상권확장,99,52,103,52
10731,20241,A,골목상권,3110819,신대방역 4번,HL,상권축소,117,51,103,52
10732,20241,A,골목상권,3110818,신대방역 3번,LL,다이나믹,102,40,103,52
10733,20241,A,골목상권,3110817,대방역 4번,HL,상권축소,129,48,103,52
10734,20241,A,골목상권,3110816,대방역 6번,HH,정체,104,53,103,52
10735,20241,A,골목상권,3110815,공군호텔,HL,상권축소,123,49,103,52
10736,20241,A,골목상권,3110814,서울지방병무청,HH,정체,116,57,103,52
10737,20241,A,골목상권,3110813,보라매역 6번,LL,다이나믹,100,48,103,52
10738,20241,A,골목상권,3110812,신길6동주민센터,LL,다이나믹,96,51,103,52
10739,20241,A,골목상권,3110811,보라매역 4번,HH,정체,114,53,103,52
10740,20241,A,골목상권,3110810,영신초등학교,HH,정체,134,52,103,52
10741,20241,A,골목상권,3110809,장훈고등학교,HH,정체,124,58,103,52
10742,20241,A,골목상권,3110808,신길역 1번,HH,정체,148,100,103,52
10743,20241,A,골목상권,3110807,신길역 3번,LH,상권확장,80,58,103,52
10744,20241,A,골목상권,3110806,서울시립영등포장애인복지관,HH,정체,206,63,103,52
10745,20241,A,골목상권,3110805,신길새마을금고신길4동지점,HL,상권축소,121,46,103,52
10746,20241,A,골목상권,3110804,신풍역 1번,HL,상권축소,112,47,103,52
10747,20241,A,골목상권,3110803,신길2동우편취급국,HL,상권축소,127,40,103,52
10748,20241,A,골목상권,3110802,신길동홍어거리,HH,정체,129,57,103,52
10749,20241,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),HL,상권축소,127,50,103,52
10750,20241,A,골목상권,3110800,영등포동성당,HH,정체,166,57,103,52
10751,20241,A,골목상권,3110799,영등포본동주민센터,HH,정체,119,57,103,52
10752,20241,A,골목상권,3110798,신풍역 2번,HH,정체,142,56,103,52
10753,20241,A,골목상권,3110797,KT대방빌딩,HL,상권축소,144,48,103,52
10754,20241,A,골목상권,3110796,한림대학교한강성심병원,LL,다이나믹,72,48,103,52
10755,20241,A,골목상권,3110795,도림초등학교,LH,상권확장,101,57,103,52
10756,20241,A,골목상권,3110794,영동초등학교,LL,다이나믹,100,51,103,52
10757,20241,A,골목상권,3110793,대림썬프라자,LH,상권확장,77,52,103,52
10758,20241,A,골목상권,3110792,영등포역 2번,HL,상권축소,111,50,103,52
10759,20241,A,골목상권,3110791,신풍역 3번,LH,상권확장,72,60,103,52
10760,20241,A,골목상권,3110790,대림1동주민센터,HL,상권축소,131,46,103,52
10761,20241,A,골목상권,3110789,대림성모병원,HL,상권축소,111,50,103,52
10762,20241,A,골목상권,3110788,영등포시장역 3번,HH,정체,123,61,103,52
10763,20241,A,골목상권,3110787,신길3동주민센터,HH,정체,128,53,103,52
10764,20241,A,골목상권,3110786,당산역 8번,LL,다이나믹,88,49,103,52
10765,20241,A,골목상권,3110785,영등포푸르지오아파트,HH,정체,112,54,103,52
10766,20241,A,골목상권,3110784,신대림초등학교,HL,상권축소,134,43,103,52
10767,20241,A,골목상권,3110783,영등포시장역 1번,HL,상권축소,112,50,103,52
10768,20241,A,골목상권,3110782,영등포시장역 4번,HH,정체,113,54,103,52
10769,20241,A,골목상권,3110781,대림한신아파트,HL,상권축소,120,43,103,52
10770,20241,A,골목상권,3110780,신길대성유니드아파트,LH,상권확장,86,55,103,52
10771,20241,A,골목상권,3110779,대림갑을명가아파트,LL,다이나믹,80,46,103,52
10772,20241,A,골목상권,3110778,구로디지털단지역 4번,LL,다이나믹,103,41,103,52
10773,20241,A,골목상권,3110777,구로세무서,HH,정체,165,53,103,52
10774,20241,A,골목상권,3110776,도신초등학교,HL,상권축소,136,50,103,52
10775,20241,A,골목상권,3110775,대동초등학교,LL,다이나믹,93,39,103,52
10776,20241,A,골목상권,3110774,당산반도유보라팰리스아파트,LL,다이나믹,96,49,103,52
10777,20241,A,골목상권,3110773,당산역 13번,HH,정체,129,74,103,52
10778,20241,A,골목상권,3110772,신우어린이공원,HH,정체,152,55,103,52
10779,20241,A,골목상권,3110771,대림역 11번,LL,다이나믹,56,44,103,52
10780,20241,A,골목상권,3110770,영등포구청역 6번,HH,정체,106,52,103,52
10781,20241,A,골목상권,3110769,대림차이나타운(대림역 12번),LL,다이나믹,78,41,103,52
10782,20241,A,골목상권,3110768,도림2동유수지내체육시설,LH,상권확장,98,56,103,52
10783,20241,A,골목상권,3110767,도림동주민센터,HH,정체,119,53,103,52
10784,20241,A,골목상권,3110766,대림역 5번,HL,상권축소,108,40,103,52
10785,20241,A,골목상권,3110765,문래동사거리,HH,정체,125,55,103,52
10786,20241,A,골목상권,3110764,문래역 3번,HL,상권축소,141,51,103,52
10787,20241,A,골목상권,3110763,영등포구청역 2번,LL,다이나믹,61,42,103,52
10788,20241,A,골목상권,3110762,선유도역 1번,HH,정체,109,53,103,52
10789,20241,A,골목상권,3110761,문래동남성맨션,HH,정체,147,65,103,52
10790,20241,A,골목상권,3110760,선유도역 6번,LL,다이나믹,97,50,103,52
10791,20241,A,골목상권,3110759,문래예술촌(문래창작촌),LH,상권확장,87,57,103,52
10792,20241,A,골목상권,3110758,문래소공원,LL,다이나믹,87,50,103,52
10793,20241,A,골목상권,3110757,양평역 2번,LL,다이나믹,102,49,103,52
10794,20241,A,골목상권,3110756,문래중학교,LH,상권확장,78,59,103,52
10795,20241,A,골목상권,3110755,동일여자고등학교,LL,다이나믹,97,51,103,52
10796,20241,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,118,49,103,52
10797,20241,A,골목상권,3110753,시흥동 은행나무사거리,HH,정체,121,53,103,52
10798,20241,A,골목상권,3110752,한울중학교,HL,상권축소,116,49,103,52
10799,20241,A,골목상권,3110751,난곡중학교,LL,다이나믹,96,46,103,52
10800,20241,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),HL,상권축소,118,47,103,52
10801,20241,A,골목상권,3110749,금산초등학교(금천고등학교),HH,정체,115,67,103,52
10802,20241,A,골목상권,3110748,백산초등학교,LL,다이나믹,92,46,103,52
10803,20241,A,골목상권,3110747,석수역 1번 출입구,HH,정체,132,58,103,52
10804,20241,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),HL,상권축소,110,43,103,52
10805,20241,A,골목상권,3110745,독산동정훈단지,HL,상권축소,106,50,103,52
10806,20241,A,골목상권,3110744,독산동성당,HL,상권축소,118,48,103,52
10807,20241,A,골목상권,3110743,시흥초등학교(시흥1동우체국),HL,상권축소,110,48,103,52
10808,20241,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),HH,정체,122,53,103,52
10809,20241,A,골목상권,3110741,독산2동주민센터,LL,다이나믹,98,51,103,52
10810,20241,A,골목상권,3110740,금천해태공원,HL,상권축소,108,51,103,52
10811,20241,A,골목상권,3110739,시흥3동 우편취급국,HH,정체,138,52,103,52
10812,20241,A,골목상권,3110738,문성초등학교,LL,다이나믹,103,47,103,52
10813,20241,A,골목상권,3110737,금천세무서,HH,정체,139,56,103,52
10814,20241,A,골목상권,3110736,독산119안전센터,HL,상권축소,104,42,103,52
10815,20241,A,골목상권,3110735,말미고개,HL,상권축소,112,47,103,52
10816,20241,A,골목상권,3110734,금천파출소,LL,다이나믹,97,45,103,52
10817,20241,A,골목상권,3110733,금천어울림복지센터,LL,다이나믹,100,46,103,52
10818,20241,A,골목상권,3110732,가산초등학교(세일중학교),HL,상권축소,128,47,103,52
10819,20241,A,골목상권,3110731,금천구청역 1번 출입구,LL,다이나믹,87,46,103,52
10820,20241,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),HH,정체,126,56,103,52
10821,20241,A,골목상권,3110729,가산동우체국,HL,상권축소,108,42,103,52
10822,20241,A,골목상권,3110728,두산초등학교,HH,정체,125,60,103,52
10823,20241,A,골목상권,3110727,독산역 1번 출입구,LL,다이나믹,57,46,103,52
10824,20241,A,골목상권,3110726,금천철쭉어린이공원(금하마을),HH,정체,120,53,103,52
10825,20241,A,골목상권,3110725,가산동주민센터,LH,상권확장,93,52,103,52
10826,20241,A,골목상권,3110724,금천구립가산도서관,LL,다이나믹,101,47,103,52
10827,20241,A,골목상권,3110723,가산디지털단지역 1번 출입구,HH,정체,109,55,103,52
10828,20241,A,골목상권,3110722,G타워,LL,다이나믹,71,46,103,52
10829,20241,A,골목상권,3110721,가리봉파출소,HL,상권축소,118,39,103,52
10830,20241,A,골목상권,3110720,대림역 2번,HL,상권축소,106,44,103,52
10831,20241,A,골목상권,3110719,영서중학교,LH,상권확장,99,58,103,52
10832,20241,A,골목상권,3110718,한국SGI본부,LL,다이나믹,91,50,103,52
10833,20241,A,골목상권,3110717,남구로역 2번,LL,다이나믹,101,47,103,52
10834,20241,A,골목상권,3110716,구로나눔길,HL,상권축소,114,45,103,52
10835,20241,A,골목상권,3110715,구로구민회관,HL,상권축소,112,48,103,52
10836,20241,A,골목상권,3110714,구로4동주민센터,LL,다이나믹,103,49,103,52
10837,20241,A,골목상권,3110713,구로보건소,HL,상권축소,112,50,103,52
10838,20241,A,골목상권,3110712,남구로역 5번,HL,상권축소,104,44,103,52
10839,20241,A,골목상권,3110711,구로초등학교,HL,상권축소,115,42,103,52
10840,20241,A,골목상권,3110710,남구로역 3번,HL,상권축소,111,45,103,52
10841,20241,A,골목상권,3110709,구로119안전센터,HL,상권축소,104,44,103,52
10842,20241,A,골목상권,3110708,화원어린이공원,HL,상권축소,125,46,103,52
10843,20241,A,골목상권,3110707,구로창업지원센터,HH,정체,128,54,103,52
10844,20241,A,골목상권,3110706,그라운드 고척,LH,상권확장,88,52,103,52
10845,20241,A,골목상권,3110705,고산초등학교,LL,다이나믹,73,51,103,52
10846,20241,A,골목상권,3110704,고척중학교,LH,상권확장,97,61,103,52
10847,20241,A,골목상권,3110703,개봉역,HH,정체,108,57,103,52
10848,20241,A,골목상권,3110702,개봉초등학교,HL,상권축소,108,48,103,52
10849,20241,A,골목상권,3110701,고척동성당,LH,상권확장,86,56,103,52
10850,20241,A,골목상권,3110700,고척초등학교,HL,상권축소,111,49,103,52
10851,20241,A,골목상권,3110699,덕의초등학교,LL,다이나믹,99,50,103,52
10852,20241,A,골목상권,3110698,개웅초등학교(개웅중학교),HL,상권축소,108,51,103,52
10853,20241,A,골목상권,3110697,개봉3동주민센터,LL,다이나믹,98,46,103,52
10854,20241,A,골목상권,3110696,오류동역 1번,HH,정체,140,69,103,52
10855,20241,A,골목상권,3110695,개봉1동주민센터,HL,상권축소,105,45,103,52
10856,20241,A,골목상권,3110694,세곡초등학교,HL,상권축소,108,48,103,52
10857,20241,A,골목상권,3110693,오류동역 4번,LL,다이나믹,84,46,103,52
10858,20241,A,골목상권,3110692,큰굴다리,LH,상권확장,101,65,103,52
10859,20241,A,골목상권,3110691,개봉중학교,HL,상권축소,119,47,103,52
10860,20241,A,골목상권,3110690,오류2동버들시장,HL,상권축소,107,49,103,52
10861,20241,A,골목상권,3110689,오류동역 3번,HL,상권축소,112,47,103,52
10862,20241,A,골목상권,3110688,오류지구대,LL,다이나믹,99,47,103,52
10863,20241,A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",LL,다이나믹,70,48,103,52
10864,20241,A,골목상권,3110686,수궁동주민센터,HH,정체,108,58,103,52
10865,20241,A,골목상권,3110685,금강수목원아파트,HH,정체,115,65,103,52
10866,20241,A,골목상권,3110684,서울공연예술고등학교,LL,다이나믹,83,46,103,52
10867,20241,A,골목상권,3110683,오류고등학교,LL,다이나믹,84,50,103,52
10868,20241,A,골목상권,3110682,온수역 8번,LH,상권확장,88,77,103,52
10869,20241,A,골목상권,3110681,온수역 1번,HL,상권축소,132,51,103,52
10870,20241,A,골목상권,3110680,온수역 5번(온수산업단지),HH,정체,140,54,103,52
10871,20241,A,골목상권,3110679,염창역 2번,HH,정체,104,56,103,52
10872,20241,A,골목상권,3110678,염창무학아파트,LH,상권확장,99,68,103,52
10873,20241,A,골목상권,3110677,등촌역 1번,HL,상권축소,105,43,103,52
10874,20241,A,골목상권,3110676,등촌역 7번,LL,다이나믹,91,50,103,52
10875,20241,A,골목상권,3110675,화곡4동주민센터,LL,다이나믹,87,42,103,52
10876,20241,A,골목상권,3110674,강서구청가양동별관,LL,다이나믹,101,47,103,52
10877,20241,A,골목상권,3110673,뜸부기어린이공원,HL,상권축소,105,48,103,52
10878,20241,A,골목상권,3110672,백석중학교,LL,다이나믹,81,41,103,52
10879,20241,A,골목상권,3110671,등촌1동주민센터,LH,상권확장,93,52,103,52
10880,20241,A,골목상권,3110670,신곡초등학교,HL,상권축소,106,40,103,52
10881,20241,A,골목상권,3110669,화곡보람2차아파트,LL,다이나믹,73,43,103,52
10882,20241,A,골목상권,3110668,화곡2동주민센터,LL,다이나믹,97,45,103,52
10883,20241,A,골목상권,3110667,가양역 10번,LL,다이나믹,71,40,103,52
10884,20241,A,골목상권,3110666,KC대학교,LH,상권확장,86,57,103,52
10885,20241,A,골목상권,3110665,곰달래도서관,HH,정체,114,52,103,52
10886,20241,A,골목상권,3110664,강서구청옆,LL,다이나믹,95,38,103,52
10887,20241,A,골목상권,3110663,우장산롯데캐슬아파트앞,LL,다이나믹,76,51,103,52
10888,20241,A,골목상권,3110662,까치산역 1번,LL,다이나믹,85,50,103,52
10889,20241,A,골목상권,3110661,강서새말어린이공원,LL,다이나믹,74,51,103,52
10890,20241,A,골목상권,3110660,등촌3동주민센터,LL,다이나믹,95,49,103,52
10891,20241,A,골목상권,3110659,화곡역 4번,LL,다이나믹,91,49,103,52
10892,20241,A,골목상권,3110658,화곡초등학교,LL,다이나믹,102,48,103,52
10893,20241,A,골목상권,3110657,양천향교역 5번,LH,상권확장,80,52,103,52
10894,20241,A,골목상권,3110656,까치산역 3번,LL,다이나믹,90,45,103,52
10895,20241,A,골목상권,3110655,발산역 5번,LL,다이나믹,86,51,103,52
10896,20241,A,골목상권,3110654,까치산역 4번,LL,다이나믹,103,44,103,52
10897,20241,A,골목상권,3110653,화곡역 2번,LL,다이나믹,96,49,103,52
10898,20241,A,골목상권,3110652,양천향교역 2번,LL,다이나믹,97,50,103,52
10899,20241,A,골목상권,3110651,화원중학교,LL,다이나믹,98,45,103,52
10900,20241,A,골목상권,3110650,우장산힐스테이트,LL,다이나믹,74,45,103,52
10901,20241,A,골목상권,3110649,우장산역 1번,LL,다이나믹,99,50,103,52
10902,20241,A,골목상권,3110648,양천향교역 7번,LL,다이나믹,51,27,103,52
10903,20241,A,골목상권,3110647,화곡역 5번,LL,다이나믹,84,45,103,52
10904,20241,A,골목상권,3110646,푸른들청소년도서관,LL,다이나믹,85,46,103,52
10905,20241,A,골목상권,3110645,우장산역 4번,LL,다이나믹,87,48,103,52
10906,20241,A,골목상권,3110644,신광명마을,HH,정체,130,54,103,52
10907,20241,A,골목상권,3110643,강서구다솔마을,HH,정체,107,52,103,52
10908,20241,A,골목상권,3110642,정곡초등학교,HL,상권축소,131,48,103,52
10909,20241,A,골목상권,3110641,공항고등학교,HH,정체,118,56,103,52
10910,20241,A,골목상권,3110640,방화역 1번,HH,정체,114,53,103,52
10911,20241,A,골목상권,3110639,신방화역 8번,HL,상권축소,112,46,103,52
10912,20241,A,골목상권,3110638,신방화역 2번,LL,다이나믹,94,46,103,52
10913,20241,A,골목상권,3110637,송정역 2번,HH,정체,108,53,103,52
10914,20241,A,골목상권,3110636,방화역 2번,LH,상권확장,101,53,103,52
10915,20241,A,골목상권,3110635,공항시장역 3번,HH,정체,127,58,103,52
10916,20241,A,골목상권,3110634,송정역 3번,HL,상권축소,114,43,103,52
10917,20241,A,골목상권,3110633,개화산역 1번,LH,상권확장,99,52,103,52
10918,20241,A,골목상권,3110632,방화역 3번,HL,상권축소,133,47,103,52
10919,20241,A,골목상권,3110631,방화초등학교,LL,다이나믹,87,45,103,52
10920,20241,A,골목상권,3110630,공항시장역 1번,HH,정체,115,55,103,52
10921,20241,A,골목상권,3110629,송정역 4번,LH,상권확장,88,61,103,52
10922,20241,A,골목상권,3110628,신목동역,HH,정체,120,62,103,52
10923,20241,A,골목상권,3110627,신정롯데캐슬아파트,LL,다이나믹,103,47,103,52
10924,20241,A,골목상권,3110626,양화초등학교,LL,다이나믹,96,43,103,52
10925,20241,A,골목상권,3110625,신정2동주민센터,LL,다이나믹,96,51,103,52
10926,20241,A,골목상권,3110624,목동문화체육센터,LH,상권확장,92,56,103,52
10927,20241,A,골목상권,3110623,갈산공원,HL,상권축소,110,43,103,52
10928,20241,A,골목상권,3110622,달마을공원,LL,다이나믹,98,50,103,52
10929,20241,A,골목상권,3110621,목동역 5번,LL,다이나믹,101,50,103,52
10930,20241,A,골목상권,3110620,목동보건지소,LL,다이나믹,97,46,103,52
10931,20241,A,골목상권,3110619,목4동주민센터,LL,다이나믹,103,38,103,52
10932,20241,A,골목상권,3110618,강서고등학교,HL,상권축소,104,39,103,52
10933,20241,A,골목상권,3110617,등촌역 4번,LL,다이나믹,101,45,103,52
10934,20241,A,골목상권,3110616,양목초등학교,LL,다이나믹,76,45,103,52
10935,20241,A,골목상권,3110615,신서초등학교,LL,다이나믹,89,46,103,52
10936,20241,A,골목상권,3110614,목동로데오거리,LH,상권확장,89,52,103,52
10937,20241,A,골목상권,3110613,신정네거리역 4번,HH,정체,132,54,103,52
10938,20241,A,골목상권,3110612,신정역 5번,HL,상권축소,114,48,103,52
10939,20241,A,골목상권,3110611,신정역 1번,HL,상권축소,105,48,103,52
10940,20241,A,골목상권,3110610,계남근린공원,HH,정체,132,53,103,52
10941,20241,A,골목상권,3110609,신정네거리역 2번,LL,다이나믹,99,48,103,52
10942,20241,A,골목상권,3110608,신월2동주민센터,HL,상권축소,105,51,103,52
10943,20241,A,골목상권,3110607,금빛새마을금고본점,HH,정체,131,54,103,52
10944,20241,A,골목상권,3110606,신한은행 신월동지점,HH,정체,107,52,103,52
10945,20241,A,골목상권,3110605,목동센트럴아이파크앞,LH,상권확장,90,54,103,52
10946,20241,A,골목상권,3110604,신월4동주민센터,HL,상권축소,107,48,103,52
10947,20241,A,골목상권,3110603,지향초등학교,LL,다이나믹,93,49,103,52
10948,20241,A,골목상권,3110602,신월시영아파트중문,HL,상권축소,114,50,103,52
10949,20241,A,골목상권,3110601,신월1동우편취급국,HL,상권축소,104,47,103,52
10950,20241,A,골목상권,3110600,신월7동주민센터,HL,상권축소,126,49,103,52
10951,20241,A,골목상권,3110599,신월1파출소,LL,다이나믹,103,42,103,52
10952,20241,A,골목상권,3110598,신월문화체육센터,HL,상권축소,116,45,103,52
10953,20241,A,골목상권,3110597,신월1동주민센터,HL,상권축소,116,50,103,52
10954,20241,A,골목상권,3110596,서서울호수공원,HH,정체,111,54,103,52
10955,20241,A,골목상권,3110595,메디힐병원,HH,정체,108,56,103,52
10956,20241,A,골목상권,3110594,신월중학교,LL,다이나믹,101,48,103,52
10957,20241,A,골목상권,3110593,신월3동주민센터,HL,상권축소,123,48,103,52
10958,20241,A,골목상권,3110592,서울금융고등학교,HL,상권축소,113,48,103,52
10959,20241,A,골목상권,3110591,충정로역 6번,HH,정체,142,64,103,52
10960,20241,A,골목상권,3110590,만리재,HH,정체,134,54,103,52
10961,20241,A,골목상권,3110589,애오개역 3번,HH,정체,123,58,103,52
10962,20241,A,골목상권,3110588,한겨레신문사,HL,상권축소,108,49,103,52
10963,20241,A,골목상권,3110587,공덕동주민센터,LH,상권확장,94,55,103,52
10964,20241,A,골목상권,3110586,서울서부지방법원,HH,정체,124,53,103,52
10965,20241,A,골목상권,3110585,마포경찰서,LH,상권확장,72,52,103,52
10966,20241,A,골목상권,3110584,아현역 4번,HH,정체,103,67,103,52
10967,20241,A,골목상권,3110583,공덕래미안3차아파트,HL,상권축소,104,45,103,52
10968,20241,A,골목상권,3110582,이대역 5번,HL,상권축소,114,50,103,52
10969,20241,A,골목상권,3110581,염리초등학교,HH,정체,121,60,103,52
10970,20241,A,골목상권,3110580,양원초등학교,LH,상권확장,85,54,103,52
10971,20241,A,골목상권,3110579,마포역 4번,LH,상권확장,81,54,103,52
10972,20241,A,골목상권,3110578,대흥역 2번,HH,정체,107,52,103,52
10973,20241,A,골목상권,3110577,용강동주민센터,LH,상권확장,97,57,103,52
10974,20241,A,골목상권,3110576,대흥역 3번,LL,다이나믹,82,48,103,52
10975,20241,A,골목상권,3110575,대흥동주민센터,LL,다이나믹,103,47,103,52
10976,20241,A,골목상권,3110574,서강대학교,LH,상권확장,65,73,103,52
10977,20241,A,골목상권,3110573,신촌역 6번,HL,상권축소,126,51,103,52
10978,20241,A,골목상권,3110572,서강대역 1번,LH,상권확장,96,54,103,52
10979,20241,A,골목상권,3110571,신수동주민센터,HL,상권축소,103,51,103,52
10980,20241,A,골목상권,3110570,KB국민은행 서강지점,HL,상권축소,104,51,103,52
10981,20241,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,59,45,103,52
10982,20241,A,골목상권,3110568,광흥창역 1번,LL,다이나믹,83,48,103,52
10983,20241,A,골목상권,3110567,광흥창역 6번,HH,정체,150,58,103,52
10984,20241,A,골목상권,3110566,경의선책거리,LL,다이나믹,73,42,103,52
10985,20241,A,골목상권,3110565,홍익대,LL,다이나믹,91,42,103,52
10986,20241,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,64,41,103,52
10987,20241,A,골목상권,3110563,상수역 3번,LH,상권확장,96,56,103,52
10988,20241,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,64,37,103,52
10989,20241,A,골목상권,3110561,상수역 4번,LL,다이나믹,90,42,103,52
10990,20241,A,골목상권,3110560,마포FM,LH,상권확장,89,56,103,52
10991,20241,A,골목상권,3110559,성산중학교,LL,다이나믹,70,46,103,52
10992,20241,A,골목상권,3110558,경성고등학교,LL,다이나믹,80,49,103,52
10993,20241,A,골목상권,3110557,홍대부속여중고앞,LL,다이나믹,89,49,103,52
10994,20241,A,골목상권,3110556,절두산순교성지,LL,다이나믹,68,41,103,52
10995,20241,A,골목상권,3110555,홍익지구대,HH,정체,108,52,103,52
10996,20241,A,골목상권,3110554,망원역 1번,LL,다이나믹,86,46,103,52
10997,20241,A,골목상권,3110553,가좌역 2번,HL,상권축소,109,48,103,52
10998,20241,A,골목상권,3110552,성미산체육관,HH,정체,108,54,103,52
10999,20241,A,골목상권,3110551,성서초등학교,LL,다이나믹,92,51,103,52
11000,20241,A,골목상권,3110550,합정역 8번,LL,다이나믹,82,49,103,52
11001,20241,A,골목상권,3110549,새터산,LH,상권확장,100,54,103,52
11002,20241,A,골목상권,3110548,마포구청역 4번,HL,상권축소,103,49,103,52
11003,20241,A,골목상권,3110547,KB국민은행 망원동지점,HL,상권축소,108,47,103,52
11004,20241,A,골목상권,3110546,양화대교북단,LH,상권확장,96,53,103,52
11005,20241,A,골목상권,3110545,마포구청역 1번,LH,상권확장,78,63,103,52
11006,20241,A,골목상권,3110544,망리단길,LL,다이나믹,71,44,103,52
11007,20241,A,골목상권,3110543,중암중학교,HH,정체,109,54,103,52
11008,20241,A,골목상권,3110542,마포구청역 7번,LL,다이나믹,89,45,103,52
11009,20241,A,골목상권,3110541,동교초등학교,LL,다이나믹,100,47,103,52
11010,20241,A,골목상권,3110540,망원나들목체육관,LH,상권확장,101,53,103,52
11011,20241,A,골목상권,3110539,미근동,HH,정체,113,64,103,52
11012,20241,A,골목상권,3110538,충정로역 3번,LH,상권확장,103,52,103,52
11013,20241,A,골목상권,3110537,충정로현대아파트,HH,정체,125,58,103,52
11014,20241,A,골목상권,3110536,돈의문센트레빌아파트입구,LL,다이나믹,99,51,103,52
11015,20241,A,골목상권,3110535,영천시장입구,HH,정체,118,67,103,52
11016,20241,A,골목상권,3110534,경기대학교,HL,상권축소,123,48,103,52
11017,20241,A,골목상권,3110533,충정로역 7번,HH,정체,244,81,103,52
11018,20241,A,골목상권,3110532,아현역 2번,HH,정체,170,56,103,52
11019,20241,A,골목상권,3110531,홍지문,HH,정체,196,53,103,52
11020,20241,A,골목상권,3110530,아현역 1번,HH,정체,115,52,103,52
11021,20241,A,골목상권,3110529,홍제3동주민센터,HH,정체,113,59,103,52
11022,20241,A,골목상권,3110528,서울여자간호대학교,LL,다이나믹,99,51,103,52
11023,20241,A,골목상권,3110527,홍제역 2번,LL,다이나믹,73,51,103,52
11024,20241,A,골목상권,3110526,봉원사,HH,정체,139,62,103,52
11025,20241,A,골목상권,3110525,홍은종합사회복지관,HH,정체,113,58,103,52
11026,20241,A,골목상권,3110524,연희세브란스병원,HH,정체,124,58,103,52
11027,20241,A,골목상권,3110523,홍제성원아파트,HL,상권축소,110,42,103,52
11028,20241,A,골목상권,3110522,홍제역 3번,LH,상권확장,90,58,103,52
11029,20241,A,골목상권,3110521,홍제역 4번,HH,정체,103,55,103,52
11030,20241,A,골목상권,3110520,경의중앙 신촌역,LL,다이나믹,95,50,103,52
11031,20241,A,골목상권,3110519,서대문구보건소별관,HH,정체,119,58,103,52
11032,20241,A,골목상권,3110518,서대문구청,HH,정체,137,53,103,52
11033,20241,A,골목상권,3110517,서대문소방서,HH,정체,118,53,103,52
11034,20241,A,골목상권,3110516,정원여중,LL,다이나믹,84,50,103,52
11035,20241,A,골목상권,3110515,홍은중학교,LH,상권확장,85,60,103,52
11036,20241,A,골목상권,3110514,서대문우체국,LL,다이나믹,78,51,103,52
11037,20241,A,골목상권,3110513,연희파출소,HH,정체,104,55,103,52
11038,20241,A,골목상권,3110512,연희지하차도,LH,상권확장,102,57,103,52
11039,20241,A,골목상권,3110511,연희초등학교,HH,정체,115,55,103,52
11040,20241,A,골목상권,3110510,홍연시장,HL,상권축소,106,51,103,52
11041,20241,A,골목상권,3110509,연희대우아파트앞,LL,다이나믹,66,47,103,52
11042,20241,A,골목상권,3110508,서연중학교,LL,다이나믹,74,43,103,52
11043,20241,A,골목상권,3110507,명지대학교,LL,다이나믹,98,46,103,52
11044,20241,A,골목상권,3110506,연희임광아파트,LH,상권확장,91,53,103,52
11045,20241,A,골목상권,3110505,홍남교남측,HH,정체,166,61,103,52
11046,20241,A,골목상권,3110504,명지전문대,LH,상권확장,96,79,103,52
11047,20241,A,골목상권,3110503,명지대학교교회,LL,다이나믹,87,45,103,52
11048,20241,A,골목상권,3110502,남가좌파출소,HH,정체,112,55,103,52
11049,20241,A,골목상권,3110501,연희어린이공원,HH,정체,109,65,103,52
11050,20241,A,골목상권,3110500,남가좌동현대아파트,LL,다이나믹,97,50,103,52
11051,20241,A,골목상권,3110499,연가초등학교,HH,정체,122,54,103,52
11052,20241,A,골목상권,3110498,증산역 1번,LL,다이나믹,87,49,103,52
11053,20241,A,골목상권,3110497,가좌역 3번,HH,정체,128,58,103,52
11054,20241,A,골목상권,3110496,모래내우체국,HL,상권축소,117,50,103,52
11055,20241,A,골목상권,3110495,북가좌2동주민센터,HL,상권축소,109,46,103,52
11056,20241,A,골목상권,3110494,증산3교남측,HH,정체,147,56,103,52
11057,20241,A,골목상권,3110493,북가좌초등학교,LL,다이나믹,98,47,103,52
11058,20241,A,골목상권,3110492,하나고등학교,LL,다이나믹,48,37,103,52
11059,20241,A,골목상권,3110491,불광중학교,LL,다이나믹,100,49,103,52
11060,20241,A,골목상권,3110490,녹번동근린공원,LH,상권확장,100,53,103,52
